"(2 pts) According to Isaiah 9:9, Who is specifically included in ""all the people that will know?""?","Ephraim, the inhabitant of Samaria",Isaiah 9:9 All the people will know--Ephraim and the inhabitant of Samaria--Who say in pride and arrogance of heart:,t
"(2 pts) According to Isaiah 9:9, In talking about how they would rebuild, what two attitudes are mentioned that the people would have?","pride, arrogance of heart",Isaiah 9:9 All the people will know--Ephraim and the inhabitant of Samaria--Who say in pride and arrogance of heart:,t
"(2 pts) According to Isaiah 9:10, What did they say had fallen down, and what would they rebuild with?","the bricks, hewn stones","Isaiah 9:10 ""The bricks have fallen down, But we will rebuild with hewn stones; The sycamores are cut down, But we will replace them with cedars.""",t
"(2 pts) According to Isaiah 9:10, What did they say were cut down, and what would they replace them with?","the sycamores, cedars","Isaiah 9:10 ""The bricks have fallen down, But we will rebuild with hewn stones; The sycamores are cut down, But we will replace them with cedars.""",t
"(1 pts) According to Isaiah 9:11, Who would the Lord set up against him?",the adversaries of Rezin,"Isaiah 9:11 Therefore the LORD shall set up The adversaries of Rezin against him, And spur his enemies on,",t
"(2 pts) According to Isaiah 9:12, Who would be before and behind to devour Israel?","the Syrians, the Philistines","Isaiah 9:12 The Syrians before and the Philistines behind; And they shall devour Israel with an open mouth. For all this His anger is not turned away, But His hand is stretched out still.",t
"(2 pts) According to Isaiah 9:12, What is not turned away, and what is still stretched out?","His anger, His hand","Isaiah 9:12 The Syrians before and the Philistines behind; And they shall devour Israel with an open mouth. For all this His anger is not turned away, But His hand is stretched out still.",t
"(1 pts) According to Isaiah 9:13, Who do the people not turn to?",Him who strikes them,"Isaiah 9:13 For the people do not turn to Him who strikes them, Nor do they seek the LORD of hosts.",t
"(1 pts) According to Isaiah 9:13, Who do the people not seek?",the Lord of hosts,"Isaiah 9:13 For the people do not turn to Him who strikes them, Nor do they seek the LORD of hosts.",t
"(4 pts) According to Isaiah 9:14, What would the Lord cut off from Israel?","head, tail, palm branch, bulrush","Isaiah 9:14 Therefore the LORD will cut off head and tail from Israel, Palm branch and bulrush in one day.",t
"(2 pts) According to Isaiah 9:15, Who is the head and who is the tail?","the elder and honorable, the prophet who teaches lies","Isaiah 9:15 The elder and honorable, he is the head; The prophet who teaches lies, he is the tail.",t
"(2 pts) According to Isaiah 9:15, What is the elder and honorable, and what is the prophet who teaches lies?","the head, the tail","Isaiah 9:15 The elder and honorable, he is the head; The prophet who teaches lies, he is the tail.",t
"(1 pts) According to Isaiah 9:16, Who cause this people to err?",the leaders,"Isaiah 9:16 For the leaders of this people cause them to err, And those who are led by them are destroyed.",t
"(2 pts) According to Isaiah 9:16, What do the leaders of this people cause them to do, and those who follow them are what?","err, destroyed","Isaiah 9:16 For the leaders of this people cause them to err, And those who are led by them are destroyed.",t
"(3 pts) According to Isaiah 9:17, Who will the Lord have no joy in, and who will He not have mercy upon?","their young men, their fatherless, widows","Isaiah 9:17 Therefore the Lord will have no joy in their young men, Nor have mercy on their fatherless and widows; For everyone is a hypocrite and an evildoer, And every mouth speaks folly. For all this His anger is not turned away, But His hand is stretched out still.",t
"(2 pts) According to Isaiah 9:17, What is everyone?","a hypocrite, an evildoer","Isaiah 9:17 Therefore the Lord will have no joy in their young men, Nor have mercy on their fatherless and widows; For everyone is a hypocrite and an evildoer, And every mouth speaks folly. For all this His anger is not turned away, But His hand is stretched out still.",t
"(1 pts) According to Isaiah 9:17, What does every mouth speak?",folly,"Isaiah 9:17 Therefore the Lord will have no joy in their young men, Nor have mercy on their fatherless and widows; For everyone is a hypocrite and an evildoer, And every mouth speaks folly. For all this His anger is not turned away, But His hand is stretched out still.",t
"(2 pts) According to Isaiah 9:17, What is not turned away, and what is still stretched out?","His anger, His hand","Isaiah 9:17 Therefore the Lord will have no joy in their young men, Nor have mercy on their fatherless and widows; For everyone is a hypocrite and an evildoer, And every mouth speaks folly. For all this His anger is not turned away, But His hand is stretched out still.",t
"(1 pts) According to Isaiah 9:18, What burns as a fire?",wickedness,"Isaiah 9:18 For wickedness burns as the fire; It shall devour the briers and thorns, And kindle in the thickets of the forest; They shall mount up like rising smoke.",t
"(2 pts) According to Isaiah 9:18, What does wickedness devour when it burns as a fire?","briers, thorns","Isaiah 9:18 For wickedness burns as the fire; It shall devour the briers and thorns, And kindle in the thickets of the forest; They shall mount up like rising smoke.",t
"(1 pts) According to Isaiah 9:18, Where would the fire of wickedness kindle?",the thickets of the forest,"Isaiah 9:18 For wickedness burns as the fire; It shall devour the briers and thorns, And kindle in the thickets of the forest; They shall mount up like rising smoke.",t
"(2 pts) According to Isaiah 9:19, What would be burned up and what would be as fuel for the fire through the wrath of the Lord of hosts?","the land, the people","Isaiah 9:19 Through the wrath of the LORD of hosts The land is burned up, And the people shall be as fuel for the fire; No man shall spare his brother.",t
"(1 pts) According to Isaiah 9:19, Who would no man spare?",his brother,"Isaiah 9:19 Through the wrath of the LORD of hosts The land is burned up, And the people shall be as fuel for the fire; No man shall spare his brother.",t
"(2 pts) According to Isaiah 9:20, What would he snatch on and devour on?","the right hand, the left hand",Isaiah 9:20 And he shall snatch on the right hand And be hungry; He shall devour on the left hand And not be satisfied; Every man shall eat the flesh of his own arm.,t
"(2 pts) According to Isaiah 9:20, What would he be when he snatches on the right hand, and when he devours on the left hand?","hungry, not satisfied",Isaiah 9:20 And he shall snatch on the right hand And be hungry; He shall devour on the left hand And not be satisfied; Every man shall eat the flesh of his own arm.,t
"(1 pts) According to Isaiah 9:20, What would every man eat?",the flesh of his own arm,Isaiah 9:20 And he shall snatch on the right hand And be hungry; He shall devour on the left hand And not be satisfied; Every man shall eat the flesh of his own arm.,t
"(2 pts) According to Isaiah 9:21, Who would Manasseh and Ephraim each devour?","Ephraim, Manasseh","Isaiah 9:21 Manasseh shall devour Ephraim, and Ephraim Manasseh; Together they shall be against Judah. For all this His anger is not turned away, But His hand is stretched out still.",t
"(1 pts) According to Isaiah 9:21, Who would Ephraim and Manasseh be together against?",Judah,"Isaiah 9:21 Manasseh shall devour Ephraim, and Ephraim Manasseh; Together they shall be against Judah. For all this His anger is not turned away, But His hand is stretched out still.",t
"(2 pts) According to Isaiah 9:21, What is not turned away, and what is still stretched out?","His anger, His hand","Isaiah 9:21 Manasseh shall devour Ephraim, and Ephraim Manasseh; Together they shall be against Judah. For all this His anger is not turned away, But His hand is stretched out still.",t
