"(2 pts) According to Isaiah 6:5, Isaiah said he was undone because he had seen whom?","the King, the Lord of hosts","Isaiah 6:5 So I said: ""Woe is me, for I am undone! Because I am a man of unclean lips, And I dwell in the midst of a people of unclean lips; For my eyes have seen the King, The LORD of hosts."""
"(2 pts) According to Isaiah 6:5, Isaiah said he was undone because he was a man of what, and dwelt in the midst of a people of what?","unclean lips, unclean lips","Isaiah 6:5 So I said: ""Woe is me, for I am undone! Because I am a man of unclean lips, And I dwell in the midst of a people of unclean lips; For my eyes have seen the King, The LORD of hosts."""
"(2 pts) According to Isaiah 6:5, Fill-in-the-blanks: When Isaiah saw the Lord, he said ""_____ is me, for I am _____!""?","woe, undone","Isaiah 6:5 So I said: ""Woe is me, for I am undone! Because I am a man of unclean lips, And I dwell in the midst of a people of unclean lips; For my eyes have seen the King, The LORD of hosts."""
"(1 pts) According to Isaiah 6:6, Who flew to Isaiah?",one of the seraphim,"Isaiah 6:6 Then one of the seraphim flew to me, having in his hand a live coal which he had taken with the tongs from the altar."
"(3 pts) According to Isaiah 6:6, What did the seraphim who flew to Isaiah have, what had he taken it with, and from where?","a live coal, tongs, the altar","Isaiah 6:6 Then one of the seraphim flew to me, having in his hand a live coal which he had taken with the tongs from the altar."
"(1 pts) According to Isaiah 6:6, What did Isaiah say the seraphim did with the live coal that he had taken from the altar?",touched my mouth with it,"Isaiah 6:6 Then one of the seraphim flew to me, having in his hand a live coal which he had taken with the tongs from the altar."
"(2 pts) According to Isaiah 6:7, What did the seraphim say had happened as a result of the live coal touching Isaiah's lips?","your iniquity is taken away, your sin purged","Isaiah 6:7 And he touched my mouth with it, and said: ""Behold, this has touched your lips; Your iniquity is taken away, And your sin purged."""
"(1 pts) According to Isaiah 6:8, Whose voice did Isaiah hear?",the voice of the Lord,"Isaiah 6:8 Also I heard the voice of the Lord, saying: ""Whom shall I send, And who will go for Us?"" Then I said, ""Here am I! Send me."""
"(2 pts) According to Isaiah 6:8, What two questions did Isaiah hear the Lord ask?","Whom shall I send?, who will go for Us?","Isaiah 6:8 Also I heard the voice of the Lord, saying: ""Whom shall I send, And who will go for Us?"" Then I said, ""Here am I! Send me."""
"(2 pts) According to Isaiah 6:8, How did Isaiah respond when the Lord asked who He should send and who would go for Them?","Here am I, send me","Isaiah 6:8 Also I heard the voice of the Lord, saying: ""Whom shall I send, And who will go for Us?"" Then I said, ""Here am I! Send me."""
"(2 pts) According to Isaiah 6:9, The Lord instructed Isaiah to go and tell this people to keep on doing what two things?","hearing, seeing","Isaiah 6:9 And He said, ""Go, and tell this people: ""Keep on hearing, but do not understand; Keep on seeing, but do not perceive.'"
"(2 pts) According to Isaiah 6:9, Isaiah was to tell the people to keep hearing and seeing, but that they would not do what two things?","understand, perceive","Isaiah 6:9 And He said, ""Go, and tell this people: ""Keep on hearing, but do not understand; Keep on seeing, but do not perceive.'"
"(3 pts) According to Isaiah 6:10, What would the heart, ears, and eyes of the people each be made?","dull, heavy, shut","Isaiah 6:10 ""Make the heart of this people dull, And their ears heavy, And shut their eyes; Lest they see with their eyes, And hear with their ears, And understand with their heart, And return and be healed."""
"(3 pts) According to Isaiah 6:10, The heart, ears, and eyes of the people would be made dull, heavy, and shut lest they should do what with each of these parts of their body?","see, hear, understand","Isaiah 6:10 ""Make the heart of this people dull, And their ears heavy, And shut their eyes; Lest they see with their eyes, And hear with their ears, And understand with their heart, And return and be healed."""
"(2 pts) According to Isaiah 6:10, If the people saw, heard, and understood, they would do what two things?","return, be healed","Isaiah 6:10 ""Make the heart of this people dull, And their ears heavy, And shut their eyes; Lest they see with their eyes, And hear with their ears, And understand with their heart, And return and be healed."""
"(1 pts) According to Isaiah 6:11, When Isaiah heard the message that he was to give to the people, what question did he ask the Lord?",how long?,"Isaiah 6:11 Then I said, ""Lord, how long?"" And He answered: ""Until the cities are laid waste and without inhabitant, The houses are without a man, The land is utterly desolate,"
"(2 pts) According to Isaiah 6:11, Isaiah was to preach the message he was given until the cities were what?","laid waste, without inhabitant","Isaiah 6:11 Then I said, ""Lord, how long?"" And He answered: ""Until the cities are laid waste and without inhabitant, The houses are without a man, The land is utterly desolate,"
"(2 pts) According to Isaiah 6:11, What would the houses be without, and what would the land be?","a man, utterly desolate","Isaiah 6:11 Then I said, ""Lord, how long?"" And He answered: ""Until the cities are laid waste and without inhabitant, The houses are without a man, The land is utterly desolate,"
"(1 pts) According to Isaiah 6:12, Where would the Lord remove men?",far away,"Isaiah 6:12 The LORD has removed men far away, And the forsaken places are many in the midst of the land."
"(1 pts) According to Isaiah 6:12, What would be many in the midst of the land? Be specific?",the forsaken places,"Isaiah 6:12 The LORD has removed men far away, And the forsaken places are many in the midst of the land."
"(1 pts) According to Isaiah 6:12, What would be in the land and would return?",a tenth,"Isaiah 6:12 The LORD has removed men far away, And the forsaken places are many in the midst of the land."
"(2 pts) According to Isaiah 6:13, The holy seed would be like the stump of what trees when they are cut down?","terebinth, oak","Isaiah 6:13 But yet a tenth will be in it, And will return and be for consuming, As a terebinth tree or as an oak, Whose stump remains when it is cut down. So the holy seed shall be its stump."""
"(1 pts) According to Isaiah 6:13, What part of a tree that is cut down would the holy seed be like?",its stump,"Isaiah 6:13 But yet a tenth will be in it, And will return and be for consuming, As a terebinth tree or as an oak, Whose stump remains when it is cut down. So the holy seed shall be its stump."""
