"(2 pts) According to Isaiah 1:25, Fill-in-the-blanks: God said He would ""thoroughly purge away your _____, and take away all your _____.""?","dross, alloy","Isaiah 1:25 I will turn My hand against you, And thoroughly purge away your dross, And take away all your alloy."
"(2 pts) According to Isaiah 1:26, Who did God say He would restore as at the first, and as at the beginning?","your judges, your counselors","Isaiah 1:26 I will restore your judges as at the first, And your counselors as at the beginning. Afterward you shall be called the city of righteousness, the faithful city."""
"(2 pts) According to Isaiah 1:26, What did the Lord say they would be called after He did the things He promised to do?","the city of righteousness, the faithful city","Isaiah 1:26 I will restore your judges as at the first, And your counselors as at the beginning. Afterward you shall be called the city of righteousness, the faithful city."""
"(2 pts) According to Isaiah 1:27, Who would be redeemed with justice, and who would be redeemed with righteousness?","Zion, her penitents","Isaiah 1:27 Zion shall be redeemed with justice, And her penitents with righteousness."
"(2 pts) According to Isaiah 1:27, What would Zion and her penitents each be redeemed with?","justice, righteousness","Isaiah 1:27 Zion shall be redeemed with justice, And her penitents with righteousness."
"(2 pts) According to Isaiah 1:28, Whose destruction would be together?","transgressors, sinners","Isaiah 1:28 The destruction of transgressors and of sinners shall be together, And those who forsake the LORD shall be consumed."
"(1 pts) According to Isaiah 1:28, Who would be consumed?",those who forsake the Lord,"Isaiah 1:28 The destruction of transgressors and of sinners shall be together, And those who forsake the LORD shall be consumed."
"(2 pts) According to Isaiah 1:29, What would they be ashamed of that they had desired, and embarrassed of that they had chosen?","the terebinth trees, the gardens",Isaiah 1:29 For they shall be ashamed of the terebinth trees Which you have desired; And you shall be embarrassed because of the gardens Which you have chosen.
"(2 pts) According to Isaiah 1:29, How did God say they would feel about the terebinth trees and the gardens that they had desired and chosen?","ashamed, embarrassed",Isaiah 1:29 For they shall be ashamed of the terebinth trees Which you have desired; And you shall be embarrassed because of the gardens Which you have chosen.
"(2 pts) According to Isaiah 1:30, What two things did God say they would be as?","a terebinth tree whose leaf fades, a garden that has no water","Isaiah 1:30 For you shall be as a terebinth whose leaf fades, And as a garden that has no water."
"(2 pts) According to Isaiah 1:31, What will the strong and the work of it each be like?","tinder, a spark","Isaiah 1:31 The strong shall be as tinder, And the work of it as a spark; Both will burn together, And no one shall quench them."
"(2 pts) According to Isaiah 1:31, What did God say would happen to both the strong and the work of it that would be as tinder and as a spark?","both will burn together, no one shall quench them","Isaiah 1:31 The strong shall be as tinder, And the work of it as a spark; Both will burn together, And no one shall quench them."
