"(2 pts) According to Isaiah 10:16, What will the Lord send, and among whom?","leanness, his fat ones","Isaiah 10:16 Therefore the Lord, the Lord of hosts, Will send leanness among his fat ones; And under his glory He will kindle a burning Like the burning of a fire."
"(2 pts) According to Isaiah 10:16, What will be kindled under his glory, and what is it like?","a burning, the burning of a fire","Isaiah 10:16 Therefore the Lord, the Lord of hosts, Will send leanness among his fat ones; And under his glory He will kindle a burning Like the burning of a fire."
"(2 pts) According to Isaiah 10:17, What will be for a fire and for a flame? Be specific?","the Light of Israel, his Holy One","Isaiah 10:17 So the Light of Israel will be for a fire, And his Holy One for a flame; It will burn and devour His thorns and his briers in one day."
"(2 pts) According to Isaiah 10:17, What will be burned and devoured in one day?","his thorns, his briers","Isaiah 10:17 So the Light of Israel will be for a fire, And his Holy One for a flame; It will burn and devour His thorns and his briers in one day."
"(2 pts) According to Isaiah 10:18, The glory of what will be consumed?","his forest, his fruitful field","Isaiah 10:18 And it will consume the glory of his forest and of his fruitful field, Both soul and body; And they will be as when a sick man wastes away."
"(2 pts) According to Isaiah 10:18, The glory of his forest and fruitful field will be consumed, with both what two things?","soul, body","Isaiah 10:18 And it will consume the glory of his forest and of his fruitful field, Both soul and body; And they will be as when a sick man wastes away."
"(1 pts) According to Isaiah 10:18, What would they be as (soul and body)?",as when a sick man wastes away,"Isaiah 10:18 And it will consume the glory of his forest and of his fruitful field, Both soul and body; And they will be as when a sick man wastes away."
"(1 pts) According to Isaiah 10:19, What would be so few in number that a child may write them?",the rest of the trees of his forest,Isaiah 10:19 Then the rest of the trees of his forest Will be so few in number That a child may write them.
"(1 pts) According to Isaiah 10:19, The rest of the trees of his forest will be so few in number that who may write them?",a child,Isaiah 10:19 Then the rest of the trees of his forest Will be so few in number That a child may write them.
"(2 pts) According to Isaiah 10:20, Who will never again depend on him who defeated them?","the remnant of Israel, such as have escaped of the house of Jacob","Isaiah 10:20 And it shall come to pass in that day That the remnant of Israel, And such as have escaped of the house of Jacob, Will never again depend on him who defeated them, But will depend on the LORD, the Holy One of Israel, in truth."
"(2 pts) According to Isaiah 10:20, Who will they depend on (in truth)?","the Lord, the Holy One of Israel","Isaiah 10:20 And it shall come to pass in that day That the remnant of Israel, And such as have escaped of the house of Jacob, Will never again depend on him who defeated them, But will depend on the LORD, the Holy One of Israel, in truth."
"(2 pts) According to Isaiah 10:21, Who will return to the Mighty God?","the remnant, the remnant of Jacob","Isaiah 10:21 The remnant will return, the remnant of Jacob, To the Mighty God."
"(1 pts) According to Isaiah 10:22, A remnant will return, though the people of Israel be as what?",the sand of the sea,"Isaiah 10:22 For though your people, O Israel, be as the sand of the sea, A remnant of them will return; The destruction decreed shall overflow with righteousness."
"(1 pts) According to Isaiah 10:22, What shall overflow with righteousness?",the destruction decreed,"Isaiah 10:22 For though your people, O Israel, be as the sand of the sea, A remnant of them will return; The destruction decreed shall overflow with righteousness."
"(1 pts) According to Isaiah 10:23, What will the Lord God of hosts make in the midst of the land? Be specific?",a determined end,Isaiah 10:23 For the Lord GOD of hosts Will make a determined end In the midst of all the land.
"(1 pts) According to Isaiah 10:24, Who begins speaking?",the Lord God of hosts,"Isaiah 10:24 Therefore thus says the Lord GOD of hosts: ""O My people, who dwell in Zion, do not be afraid of the Assyrian. He shall strike you with a rod and lift up his staff against you, in the manner of Egypt."
"(2 pts) According to Isaiah 10:24, Where do God's people dwell, and who does He tell them not to be afraid of?","Zion, the Assyrian","Isaiah 10:24 Therefore thus says the Lord GOD of hosts: ""O My people, who dwell in Zion, do not be afraid of the Assyrian. He shall strike you with a rod and lift up his staff against you, in the manner of Egypt."
"(2 pts) According to Isaiah 10:24, What did God tell His people the Assyrian would do to them in the manner of Egypt?","strike you with a rod, lift up his staff against you","Isaiah 10:24 Therefore thus says the Lord GOD of hosts: ""O My people, who dwell in Zion, do not be afraid of the Assyrian. He shall strike you with a rod and lift up his staff against you, in the manner of Egypt."
"(2 pts) According to Isaiah 10:25, What did God say would cease in ""a little while?""?","the indignation, My anger in their destruction","Isaiah 10:25 For yet a very little while and the indignation will cease, as will My anger in their destruction."""
"(2 pts) According to Isaiah 10:26, The Lord promised to stir up a scourge for him (the Assyrian) like what, and where did this happen?","the slaughter of Midian, the rock of Oreb","Isaiah 10:26 And the LORD of hosts will stir up a scourge for him like the slaughter of Midian at the rock of Oreb; as His rod was on the sea, so will He lift it up in the manner of Egypt."
"(1 pts) According to Isaiah 10:26, As His rod was on the sea, in the manner of whom would He lift it up?",Egypt,"Isaiah 10:26 And the LORD of hosts will stir up a scourge for him like the slaughter of Midian at the rock of Oreb; as His rod was on the sea, so will He lift it up in the manner of Egypt."
"(2 pts) According to Isaiah 10:27, Where did the Lord say his (the Assyrian) burden and his yoke would be taken away from in that day?","your shoulder, your neck","Isaiah 10:27 It shall come to pass in that day That his burden will be taken away from your shoulder, And his yoke from your neck, And the yoke will be destroyed because of the anointing oil."
"(1 pts) According to Isaiah 10:27, Why would the yoke be destroyed?",because of the anointing oil,"Isaiah 10:27 It shall come to pass in that day That his burden will be taken away from your shoulder, And his yoke from your neck, And the yoke will be destroyed because of the anointing oil."
"(2 pts) According to Isaiah 10:28, Where had the person referred to come and passed?","Aiath, Migron","Isaiah 10:28 He has come to Aiath, He has passed Migron; At Michmash he has attended to his equipment."
"(1 pts) According to Isaiah 10:28, What did he do at Michmash?",attended to his equipment,"Isaiah 10:28 He has come to Aiath, He has passed Migron; At Michmash he has attended to his equipment."
"(1 pts) According to Isaiah 10:29, Where did they take up lodging when they went along the ridge?",Geba,"Isaiah 10:29 They have gone along the ridge, They have taken up lodging at Geba. Ramah is afraid, Gibeah of Saul has fled."
"(2 pts) According to Isaiah 10:29, Who is afraid and who has fled?","Ramah, Gibeah of Saul","Isaiah 10:29 They have gone along the ridge, They have taken up lodging at Geba. Ramah is afraid, Gibeah of Saul has fled."
"(1 pts) According to Isaiah 10:30, What is the daughter of Gallim told to do?",lift up your voice,"Isaiah 10:30 Lift up your voice, O daughter of Gallim! Cause it to be heard as far as Laish--O poor Anathoth!"
"(1 pts) According to Isaiah 10:30, The daughter of Gallim is to cause her voice to be heard as far as what?",Laish,"Isaiah 10:30 Lift up your voice, O daughter of Gallim! Cause it to be heard as far as Laish--O poor Anathoth!"
"(1 pts) According to Isaiah 10:30, Who or what is called poor?",Anathoth,"Isaiah 10:30 Lift up your voice, O daughter of Gallim! Cause it to be heard as far as Laish--O poor Anathoth!"
"(2 pts) According to Isaiah 10:31, Who has fled, and who seeks refuge?","Madmenah, the inhabitants of Gebim","Isaiah 10:31 Madmenah has fled, The inhabitants of Gebim seek refuge."
"(1 pts) According to Isaiah 10:32, Where would he remain that day?",Nob,"Isaiah 10:32 As yet he will remain at Nob that day; He will shake his fist at the mount of the daughter of Zion, The hill of Jerusalem."
"(2 pts) According to Isaiah 10:32, Where would he shake his fist at?","the mount of the daughter of Zion, the hill of Jerusalem","Isaiah 10:32 As yet he will remain at Nob that day; He will shake his fist at the mount of the daughter of Zion, The hill of Jerusalem."
"(2 pts) According to Isaiah 10:33, What would the Lord lop off, and with what?","the bough, terror","Isaiah 10:33 Behold, the Lord, The LORD of hosts, Will lop off the bough with terror; Those of high stature will be hewn down, And the haughty will be humbled."
"(2 pts) According to Isaiah 10:33, Who would be hewn down, and who would be humbled?","those of high stature, the haughty","Isaiah 10:33 Behold, the Lord, The LORD of hosts, Will lop off the bough with terror; Those of high stature will be hewn down, And the haughty will be humbled."
"(2 pts) According to Isaiah 10:34, What would He (the Lord) cut down, and with what?","the thickets of the forest, iron","Isaiah 10:34 He will cut down the thickets of the forest with iron, And Lebanon will fall by the Mighty One."
"(1 pts) According to Isaiah 10:34, Who will fall by the Mighty One?",Lebanon,"Isaiah 10:34 He will cut down the thickets of the forest with iron, And Lebanon will fall by the Mighty One."
