book,chapter,verse,text
Isaiah,11,10,"""And in that day there shall be a Root of Jesse, Who shall stand as a banner to the people; For the Gentiles shall seek Him, And His resting place shall be glorious."""
Isaiah,11,11,"It shall come to pass in that day That the Lord shall set His hand again the second time To recover the remnant of His people who are left, From Assyria and Egypt, From Pathros and Cush, From Elam and Shinar, From Hamath and the islands of the sea."
Isaiah,11,12,"He will set up a banner for the nations, And will assemble the outcasts of Israel, And gather together the dispersed of Judah From the four corners of the earth."
Isaiah,11,13,"Also the envy of Ephraim shall depart, And the adversaries of Judah shall be cut off; Ephraim shall not envy Judah, And Judah shall not harass Ephraim."
Isaiah,11,14,But they shall fly down upon the shoulder of the Philistines toward the west; Together they shall plunder the people of the East; They shall lay their hand on Edom and Moab; And the people of Ammon shall obey them.
Isaiah,11,15,"The LORD will utterly destroy the tongue of the Sea of Egypt; With His mighty wind He will shake His fist over the River, And strike it in the seven streams, And make men cross over dryshod."
Isaiah,11,16,"There will be a highway for the remnant of His people Who will be left from Assyria, As it was for Israel In the day that he came up from the land of Egypt."
Isaiah,12,1,"And in that day you will say: ""O LORD, I will praise You; Though You were angry with me, Your anger is turned away, and You comfort me."
Isaiah,12,2,"Behold, God is my salvation, I will trust and not be afraid; ""For YAH, the LORD, is my strength and song; He also has become my salvation.""'"
Isaiah,12,3,Therefore with joy you will draw water From the wells of salvation.
Isaiah,12,4,"And in that day you will say: ""Praise the LORD, call upon His name; Declare His deeds among the peoples, Make mention that His name is exalted."
Isaiah,12,5,"Sing to the LORD, For He has done excellent things; This is known in all the earth."
Isaiah,12,6,"Cry out and shout, O inhabitant of Zion, For great is the Holy One of Israel in your midst!"""
Isaiah,13,1,The burden against Babylon which Isaiah the son of Amoz saw.
Isaiah,13,2,"""Lift up a banner on the high mountain, Raise your voice to them; Wave your hand, that they may enter the gates of the nobles."
Isaiah,13,3,"I have commanded My sanctified ones; I have also called My mighty ones for My anger, Those who rejoice in My exaltation."""
Isaiah,13,4,"The noise of a multitude in the mountains, Like that of many people! A tumultuous noise of the kingdoms of nations gathered together! The LORD of hosts musters The army for battle."
Isaiah,13,5,"They come from a far country, From the end of heaven, The LORD and His weapons of indignation, To destroy the whole land."
Isaiah,13,6,"Wail, for the day of the LORD is at hand! It will come as destruction from the Almighty."
Isaiah,13,7,"Therefore all hands will be limp, Every man's heart will melt,"
Isaiah,13,8,And they will be afraid. Pangs and sorrows will take hold of them; They will be in pain as a woman in childbirth; They will be amazed at one another; Their faces will be like flames.
Isaiah,13,9,"Behold, the day of the LORD comes, Cruel, with both wrath and fierce anger, To lay the land desolate; And He will destroy its sinners from it."
Isaiah,13,10,"For the stars of heaven and their constellations Will not give their light; The sun will be darkened in its going forth, And the moon will not cause its light to shine."
Isaiah,13,11,"""I will punish the world for its evil, And the wicked for their iniquity; I will halt the arrogance of the proud, And will lay low the haughtiness of the terrible."
Isaiah,13,12,"I will make a mortal more rare than fine gold, A man more than the golden wedge of Ophir."
Isaiah,13,13,"Therefore I will shake the heavens, And the earth will move out of her place, In the wrath of the LORD of hosts And in the day of His fierce anger."
Isaiah,13,14,"It shall be as the hunted gazelle, And as a sheep that no man takes up; Every man will turn to his own people, And everyone will flee to his own land."
Isaiah,13,15,"Everyone who is found will be thrust through, And everyone who is captured will fall by the sword."
Isaiah,13,16,Their children also will be dashed to pieces before their eyes; Their houses will be plundered And their wives ravished.
Isaiah,13,17,"""Behold, I will stir up the Medes against them, Who will not regard silver; And as for gold, they will not delight in it."
Isaiah,13,18,"Also their bows will dash the young men to pieces, And they will have no pity on the fruit of the womb; Their eye will not spare children."
Isaiah,13,19,"And Babylon, the glory of kingdoms, The beauty of the Chaldeans' pride, Will be as when God overthrew Sodom and Gomorrah."
Isaiah,13,20,"It will never be inhabited, Nor will it be settled from generation to generation; Nor will the Arabian pitch tents there, Nor will the shepherds make their sheepfolds there."
Isaiah,13,21,"But wild beasts of the desert will lie there, And their houses will be full of owls; Ostriches will dwell there, And wild goats will caper there."
Isaiah,13,22,"The hyenas will howl in their citadels, And jackals in their pleasant palaces. Her time is near to come, And her days will not be prolonged."""
Isaiah,14,1,"For the LORD will have mercy on Jacob, and will still choose Israel, and settle them in their own land. The strangers will be joined with them, and they will cling to the house of Jacob."
Isaiah,14,2,"Then people will take them and bring them to their place, and the house of Israel will possess them for servants and maids in the land of the LORD; they will take them captive whose captives they were, and rule over their oppressors."
Isaiah,14,3,"It shall come to pass in the day the LORD gives you rest from your sorrow, and from your fear and the hard bondage in which you were made to serve,"
Isaiah,14,4,"that you will take up this proverb against the king of Babylon, and say: ""How the oppressor has ceased, The golden city ceased!"
Isaiah,14,5,"The LORD has broken the staff of the wicked, The scepter of the rulers;"
Isaiah,14,6,"He who struck the people in wrath with a continual stroke, He who ruled the nations in anger, Is persecuted and no one hinders."
Isaiah,14,7,The whole earth is at rest and quiet; They break forth into singing.
Isaiah,14,8,"Indeed the cypress trees rejoice over you, And the cedars of Lebanon, Saying, ""Since you were cut down, No woodsman has come up against us.'"
Isaiah,14,9,"""Hell from beneath is excited about you, To meet you at your coming; It stirs up the dead for you, All the chief ones of the earth; It has raised up from their thrones All the kings of the nations."
Isaiah,14,10,"They all shall speak and say to you: ""Have you also become as weak as we? Have you become like us?"
Isaiah,14,11,"Your pomp is brought down to Sheol, And the sound of your stringed instruments; The maggot is spread under you, And worms cover you.'"
Isaiah,14,12,"""How you are fallen from heaven, O Lucifer, son of the morning! How you are cut down to the ground, You who weakened the nations!"
Isaiah,14,13,"For you have said in your heart: ""I will ascend into heaven, I will exalt my throne above the stars of God; I will also sit on the mount of the congregation On the farthest sides of the north;"
Isaiah,14,14,"I will ascend above the heights of the clouds, I will be like the Most High.'"
Isaiah,14,15,"Yet you shall be brought down to Sheol, To the lowest depths of the Pit."
Isaiah,14,16,"""Those who see you will gaze at you, And consider you, saying: ""Is this the man who made the earth tremble, Who shook kingdoms,"
Isaiah,14,17,"Who made the world as a wilderness And destroyed its cities, Who did not open the house of his prisoners?'"
Isaiah,14,18,"""All the kings of the nations, All of them, sleep in glory, Everyone in his own house;"
Isaiah,14,19,"But you are cast out of your grave Like an abominable branch, Like the garment of those who are slain, Thrust through with a sword, Who go down to the stones of the pit, Like a corpse trodden underfoot."
Isaiah,14,20,"You will not be joined with them in burial, Because you have destroyed your land And slain your people. The brood of evildoers shall never be named."
Isaiah,14,21,"Prepare slaughter for his children Because of the iniquity of their fathers, Lest they rise up and possess the land, And fill the face of the world with cities."""
Isaiah,14,22,"""For I will rise up against them,"" says the LORD of hosts, ""And cut off from Babylon the name and remnant, And offspring and posterity,"" says the LORD."
Isaiah,14,23,"""I will also make it a possession for the porcupine, And marshes of muddy water; I will sweep it with the broom of destruction,"" says the LORD of hosts."
Isaiah,14,24,"The LORD of hosts has sworn, saying, ""Surely, as I have thought, so it shall come to pass, And as I have purposed, so it shall stand:"
Isaiah,14,25,"That I will break the Assyrian in My land, And on My mountains tread him underfoot. Then his yoke shall be removed from them, And his burden removed from their shoulders."
Isaiah,14,26,"This is the purpose that is purposed against the whole earth, And this is the hand that is stretched out over all the nations."
Isaiah,14,27,"For the LORD of hosts has purposed, And who will annul it? His hand is stretched out, And who will turn it back?"""
Isaiah,14,28,This is the burden which came in the year that King Ahaz died.
Isaiah,14,29,"""Do not rejoice, all you of Philistia, Because the rod that struck you is broken; For out of the serpent's roots will come forth a viper, And its offspring will be a fiery flying serpent."
Isaiah,14,30,"The firstborn of the poor will feed, And the needy will lie down in safety; I will kill your roots with famine, And it will slay your remnant."
Isaiah,14,31,"Wail, O gate! Cry, O city! All you of Philistia are dissolved; For smoke will come from the north, And no one will be alone in his appointed times."""
Isaiah,14,32,"What will they answer the messengers of the nation? That the LORD has founded Zion, And the poor of His people shall take refuge in it."
Isaiah,15,1,"The burden against Moab. Because in the night Ar of Moab is laid waste And destroyed, Because in the night Kir of Moab is laid waste And destroyed,"
Isaiah,15,2,"He has gone up to the temple and Dibon, To the high places to weep. Moab will wail over Nebo and over Medeba; On all their heads will be baldness, And every beard cut off."
Isaiah,15,3,"In their streets they will clothe themselves with sackcloth; On the tops of their houses And in their streets Everyone will wail, weeping bitterly."
Isaiah,15,4,"Heshbon and Elealeh will cry out, Their voice shall be heard as far as Jahaz; Therefore the armed soldiers of Moab will cry out; His life will be burdensome to him."
Isaiah,15,5,"""My heart will cry out for Moab; His fugitives shall flee to Zoar, Like a three year old heifer. For by the Ascent of Luhith They will go up with weeping; For in the way of Horonaim They will raise up a cry of destruction,"
Isaiah,15,6,"For the waters of Nimrim will be desolate, For the green grass has withered away; The grass fails, there is nothing green."
Isaiah,15,7,"Therefore the abundance they have gained, And what they have laid up, They will carry away to the Brook of the Willows."
Isaiah,15,8,"For the cry has gone all around the borders of Moab, Its wailing to Eglaim And its wailing to Beer Elim."
Isaiah,15,9,"For the waters of Dimon will be full of blood; Because I will bring more upon Dimon, Lions upon him who escapes from Moab, And on the remnant of the land."""
Isaiah,16,1,"Send the lamb to the ruler of the land, From Sela to the wilderness, To the mount of the daughter of Zion."
Isaiah,16,2,For it shall be as a wandering bird thrown out of the nest; So shall be the daughters of Moab at the fords of the Arnon.
Isaiah,16,3,"""Take counsel, execute judgment; Make your shadow like the night in the middle of the day; Hide the outcasts, Do not betray him who escapes."
Isaiah,16,4,"Let My outcasts dwell with you, O Moab; Be a shelter to them from the face of the spoiler. For the extortioner is at an end, Devastation ceases, The oppressors are consumed out of the land."
Isaiah,16,5,"In mercy the throne will be established; And One will sit on it in truth, in the tabernacle of David, Judging and seeking justice and hastening righteousness."""
Isaiah,16,6,"We have heard of the pride of Moab, He is very proud, Of his haughtiness and his pride and his wrath; But his lies shall not be so."
Isaiah,16,7,Therefore Moab shall wail for Moab; Everyone shall wail. For the foundations of Kir Hareseth you shall mourn; Surely they are stricken.
Isaiah,16,8,"For the fields of Heshbon languish, And the vine of Sibmah; The lords of the nations have broken down its choice plants, Which have reached to Jazer And wandered through the wilderness. Her branches are stretched out, They are gone over the sea."
Isaiah,16,9,"Therefore I will bewail the vine of Sibmah, With the weeping of Jazer; I will drench you with my tears, O Heshbon and Elealeh; For battle cries have fallen Over your summer fruits and your harvest."
Isaiah,16,10,"Gladness is taken away, And joy from the plentiful field; In the vineyards there will be no singing, Nor will there be shouting; No treaders will tread out wine in the presses; I have made their shouting cease."
Isaiah,16,11,"Therefore my heart shall resound like a harp for Moab, And my inner being for Kir Heres."
Isaiah,16,12,"And it shall come to pass, When it is seen that Moab is weary on the high place, That he will come to his sanctuary to pray; But he will not prevail."
Isaiah,16,13,This is the word which the LORD has spoken concerning Moab since that time.
Isaiah,16,14,"But now the LORD has spoken, saying, ""Within three years, as the years of a hired man, the glory of Moab will be despised with all that great multitude, and the remnant will be very small and feeble."""
Isaiah,17,1,"The burden against Damascus. ""Behold, Damascus will cease from being a city, And it will be a ruinous heap."
Isaiah,17,2,"The cities of Aroer are forsaken; They will be for flocks Which lie down, and no one will make them afraid."
Isaiah,17,3,"The fortress also will cease from Ephraim, The kingdom from Damascus, And the remnant of Syria; They will be as the glory of the children of Israel,"" Says the LORD of hosts."
Isaiah,17,4,"""In that day it shall come to pass That the glory of Jacob will wane, And the fatness of his flesh grow lean."
Isaiah,17,5,"It shall be as when the harvester gathers the grain, And reaps the heads with his arm; It shall be as he who gathers heads of grain In the Valley of Rephaim."
Isaiah,17,6,"Yet gleaning grapes will be left in it, Like the shaking of an olive tree, Two or three olives at the top of the uppermost bough, Four or five in its most fruitful branches,"" Says the LORD God of Israel."
Isaiah,17,7,"In that day a man will look to his Maker, And his eyes will have respect for the Holy One of Israel."
Isaiah,17,8,"He will not look to the altars, The work of his hands; He will not respect what his fingers have made, Nor the wooden images nor the incense altars."
Isaiah,17,9,"In that day his strong cities will be as a forsaken bough And an uppermost branch, Which they left because of the children of Israel; And there will be desolation."
Isaiah,17,10,"Because you have forgotten the God of your salvation, And have not been mindful of the Rock of your stronghold, Therefore you will plant pleasant plants And set out foreign seedlings;"
Isaiah,17,11,"In the day you will make your plant to grow, And in the morning you will make your seed to flourish; But the harvest will be a heap of ruins In the day of grief and desperate sorrow."
Isaiah,17,12,"Woe to the multitude of many people Who make a noise like the roar of the seas, And to the rushing of nations That make a rushing like the rushing of mighty waters!"
Isaiah,17,13,"The nations will rush like the rushing of many waters; But God will rebuke them and they will flee far away, And be chased like the chaff of the mountains before the wind, Like a rolling thing before the whirlwind."
Isaiah,17,14,"Then behold, at eventide, trouble! And before the morning, he is no more. This is the portion of those who plunder us, And the lot of those who rob us."
Isaiah,18,1,"Woe to the land shadowed with buzzing wings, Which is beyond the rivers of Ethiopia,"
Isaiah,18,2,"Which sends ambassadors by sea, Even in vessels of reed on the waters, saying, ""Go, swift messengers, to a nation tall and smooth of skin, To a people terrible from their beginning onward, A nation powerful and treading down, Whose land the rivers divide."""
Isaiah,18,3,"All inhabitants of the world and dwellers on the earth: When he lifts up a banner on the mountains, you see it; And when he blows a trumpet, you hear it."
Isaiah,18,4,"For so the LORD said to me, ""I will take My rest, And I will look from My dwelling place Like clear heat in sunshine, Like a cloud of dew in the heat of harvest."""
Isaiah,18,5,"For before the harvest, when the bud is perfect And the sour grape is ripening in the flower, He will both cut off the sprigs with pruning hooks And take away and cut down the branches."
Isaiah,18,6,"They will be left together for the mountain birds of prey And for the beasts of the earth; The birds of prey will summer on them, And all the beasts of the earth will winter on them."
Isaiah,18,7,"In that time a present will be brought to the LORD of hosts From a people tall and smooth of skin, And from a people terrible from their beginning onward, A nation powerful and treading down, Whose land the rivers divide, To the place of the name of the LORD of hosts, To Mount Zion."
Isaiah,19,1,"The burden against Egypt. Behold, the LORD rides on a swift cloud, And will come into Egypt; The idols of Egypt will totter at His presence, And the heart of Egypt will melt in its midst."
Isaiah,19,2,"""I will set Egyptians against Egyptians; Everyone will fight against his brother, And everyone against his neighbor, City against city, kingdom against kingdom."
Isaiah,19,3,"The spirit of Egypt will fail in its midst; I will destroy their counsel, And they will consult the idols and the charmers, The mediums and the sorcerers."
Isaiah,19,4,"And the Egyptians I will give Into the hand of a cruel master, And a fierce king will rule over them,"" Says the Lord, the LORD of hosts."
Isaiah,19,5,"The waters will fail from the sea, And the river will be wasted and dried up."
Isaiah,19,6,The rivers will turn foul; The brooks of defense will be emptied and dried up; The reeds and rushes will wither.
Isaiah,19,7,"The papyrus reeds by the River, by the mouth of the River, And everything sown by the River, Will wither, be driven away, and be no more."
Isaiah,19,8,"The fishermen also will mourn; All those will lament who cast hooks into the River, And they will languish who spread nets on the waters."
Isaiah,19,9,Moreover those who work in fine flax And those who weave fine fabric will be ashamed;
Isaiah,19,10,And its foundations will be broken. All who make wages will be troubled of soul.
Isaiah,19,11,"Surely the princes of Zoan are fools; Pharaoh's wise counselors give foolish counsel. How do you say to Pharaoh, ""I am the son of the wise, The son of ancient kings?"""
Isaiah,19,12,"Where are they? Where are your wise men? Let them tell you now, And let them know what the LORD of hosts has purposed against Egypt."
Isaiah,19,13,"The princes of Zoan have become fools; The princes of Noph are deceived; They have also deluded Egypt, Those who are the mainstay of its tribes."
Isaiah,19,14,"The LORD has mingled a perverse spirit in her midst; And they have caused Egypt to err in all her work, As a drunken man staggers in his vomit."
Isaiah,19,15,"Neither will there be any work for Egypt, Which the head or tail, Palm branch or bulrush, may do."
Isaiah,19,16,"In that day Egypt will be like women, and will be afraid and fear because of the waving of the hand of the LORD of hosts, which He waves over it."
Isaiah,19,17,"And the land of Judah will be a terror to Egypt; everyone who makes mention of it will be afraid in himself, because of the counsel of the LORD of hosts which He has determined against it."
Isaiah,19,18,In that day five cities in the land of Egypt will speak the language of Canaan and swear by the LORD of hosts; one will be called the City of Destruction.
Isaiah,19,19,"In that day there will be an altar to the LORD in the midst of the land of Egypt, and a pillar to the LORD at its border."
Isaiah,19,20,"And it will be for a sign and for a witness to the LORD of hosts in the land of Egypt; for they will cry to the LORD because of the oppressors, and He will send them a Savior and a Mighty One, and He will deliver them."
Isaiah,19,21,"Then the LORD will be known to Egypt, and the Egyptians will know the LORD in that day, and will make sacrifice and offering; yes, they will make a vow to the LORD and perform it."
Isaiah,19,22,"And the LORD will strike Egypt, He will strike and heal it; they will return to the LORD, and He will be entreated by them and heal them."
Isaiah,19,23,"In that day there will be a highway from Egypt to Assyria, and the Assyrian will come into Egypt and the Egyptian into Assyria, and the Egyptians will serve with the Assyrians."
Isaiah,19,24,"In that day Israel will be one of three with Egypt and Assyria, a blessing in the midst of the land,"
Isaiah,19,25,"whom the LORD of hosts shall bless, saying, ""Blessed is Egypt My people, and Assyria the work of My hands, and Israel My inheritance."""
Isaiah,20,1,"In the year that Tartan came to Ashdod, when Sargon the king of Assyria sent him, and he fought against Ashdod and took it,"
Isaiah,20,2,"at the same time the LORD spoke by Isaiah the son of Amoz, saying, ""Go, and remove the sackcloth from your body, and take your sandals off your feet."" And he did so, walking naked and barefoot."
Isaiah,20,3,"Then the LORD said, ""Just as My servant Isaiah has walked naked and barefoot three years for a sign and a wonder against Egypt and Ethiopia,"
Isaiah,20,4,"so shall the king of Assyria lead away the Egyptians as prisoners and the Ethiopians as captives, young and old, naked and barefoot, with their buttocks uncovered, to the shame of Egypt."
Isaiah,20,5,Then they shall be afraid and ashamed of Ethiopia their expectation and Egypt their glory.
Isaiah,20,6,"And the inhabitant of this territory will say in that day, ""Surely such is our expectation, wherever we flee for help to be delivered from the king of Assyria; and how shall we escape?""'"
Isaiah,21,1,"The burden against the Wilderness of the Sea. As whirlwinds in the South pass through, So it comes from the desert, from a terrible land."
Isaiah,21,2,"A distressing vision is declared to me; The treacherous dealer deals treacherously, And the plunderer plunders. Go up, O Elam! Besiege, O Media! All its sighing I have made to cease."
Isaiah,21,3,"Therefore my loins are filled with pain; Pangs have taken hold of me, like the pangs of a woman in labor. I was distressed when I heard it; I was dismayed when I saw it."
Isaiah,21,4,"My heart wavered, fearfulness frightened me; The night for which I longed He turned into fear for me."
Isaiah,21,5,"Prepare the table, Set a watchman in the tower, Eat and drink. Arise, you princes, Anoint the shield!"
Isaiah,21,6,"For thus has the Lord said to me: ""Go, set a watchman, Let him declare what he sees."""
Isaiah,21,7,"And he saw a chariot with a pair of horsemen, A chariot of donkeys, and a chariot of camels, And he listened earnestly with great care."
Isaiah,21,8,"Then he cried, ""A lion, my Lord! I stand continually on the watchtower in the daytime; I have sat at my post every night."
Isaiah,21,9,"And look, here comes a chariot of men with a pair of horsemen!"" Then he answered and said, ""Babylon is fallen, is fallen! And all the carved images of her gods He has broken to the ground."""
Isaiah,21,10,"Oh, my threshing and the grain of my floor! That which I have heard from the LORD of hosts, The God of Israel, I have declared to you."
Isaiah,21,11,"The burden against Dumah. He calls to me out of Seir, ""Watchman, what of the night? Watchman, what of the night?"""
Isaiah,21,12,"The watchman said, ""The morning comes, and also the night. If you will inquire, inquire; Return! Come back!"""
Isaiah,21,13,"The burden against Arabia. In the forest in Arabia you will lodge, O you traveling companies of Dedanites."
Isaiah,21,14,"O inhabitants of the land of Tema, Bring water to him who is thirsty; With their bread they met him who fled."
Isaiah,21,15,"For they fled from the swords, from the drawn sword, From the bent bow, and from the distress of war."
Isaiah,21,16,"For thus the LORD has said to me: ""Within a year, according to the year of a hired man, all the glory of Kedar will fail;"
Isaiah,21,17,"and the remainder of the number of archers, the mighty men of the people of Kedar, will be diminished; for the LORD God of Israel has spoken it."""
Isaiah,22,1,"The burden against the Valley of Vision. What ails you now, that you have all gone up to the housetops,"
Isaiah,22,2,"You who are full of noise, A tumultuous city, a joyous city? Your slain men are not slain with the sword, Nor dead in battle."
Isaiah,22,3,All your rulers have fled together; They are captured by the archers. All who are found in you are bound together; They have fled from afar.
Isaiah,22,4,"Therefore I said, ""Look away from me, I will weep bitterly; Do not labor to comfort me Because of the plundering of the daughter of my people."""
Isaiah,22,5,"For it is a day of trouble and treading down and perplexity By the Lord GOD of hosts In the Valley of Vision, Breaking down the walls And of crying to the mountain."
Isaiah,22,6,"Elam bore the quiver With chariots of men and horsemen, And Kir uncovered the shield."
Isaiah,22,7,"It shall come to pass that your choicest valleys Shall be full of chariots, And the horsemen shall set themselves in array at the gate."
Isaiah,22,8,He removed the protection of Judah. You looked in that day to the armor of the House of the Forest;
Isaiah,22,9,"You also saw the damage to the city of David, That it was great; And you gathered together the waters of the lower pool."
Isaiah,22,10,"You numbered the houses of Jerusalem, And the houses you broke down To fortify the wall."
Isaiah,22,11,"You also made a reservoir between the two walls For the water of the old pool. But you did not look to its Maker, Nor did you have respect for Him who fashioned it long ago."
Isaiah,22,12,"And in that day the Lord GOD of hosts Called for weeping and for mourning, For baldness and for girding with sackcloth."
Isaiah,22,13,"But instead, joy and gladness, Slaying oxen and killing sheep, Eating meat and drinking wine: ""Let us eat and drink, for tomorrow we die!"""
Isaiah,22,14,"Then it was revealed in my hearing by the LORD of hosts, ""Surely for this iniquity there will be no atonement for you, Even to your death,"" says the Lord GOD of hosts."
Isaiah,22,15,"Thus says the Lord GOD of hosts: ""Go, proceed to this steward, To Shebna, who is over the house, and say:"
Isaiah,22,16,"""What have you here, and whom have you here, That you have hewn a sepulcher here, As he who hews himself a sepulcher on high, Who carves a tomb for himself in a rock?"
Isaiah,22,17,"Indeed, the LORD will throw you away violently, O mighty man, And will surely seize you."
Isaiah,22,18,"He will surely turn violently and toss you like a ball Into a large country; There you shall die, and there your glorious chariots Shall be the shame of your master's house."
Isaiah,22,19,"So I will drive you out of your office, And from your position he will pull you down."
Isaiah,22,20,"""Then it shall be in that day, That I will call My servant Eliakim the son of Hilkiah;"
Isaiah,22,21,I will clothe him with your robe And strengthen him with your belt; I will commit your responsibility into his hand. He shall be a father to the inhabitants of Jerusalem And to the house of Judah.
Isaiah,22,22,"The key of the house of David I will lay on his shoulder; So he shall open, and no one shall shut; And he shall shut, and no one shall open."
Isaiah,22,23,"I will fasten him as a peg in a secure place, And he will become a glorious throne to his father's house."
Isaiah,22,24,"""They will hang on him all the glory of his father's house, the offspring and the posterity, all vessels of small quantity, from the cups to all the pitchers."
Isaiah,22,25,"In that day,' says the LORD of hosts, ""the peg that is fastened in the secure place will be removed and be cut down and fall, and the burden that was on it will be cut off; for the LORD has spoken.""'"
Isaiah,23,1,"The burden against Tyre. Wail, you ships of Tarshish! For it is laid waste, So that there is no house, no harbor; From the land of Cyprus it is revealed to them."
Isaiah,23,2,"Be still, you inhabitants of the coastland, You merchants of Sidon, Whom those who cross the sea have filled."
Isaiah,23,3,"And on great waters the grain of Shihor, The harvest of the River, is her revenue; And she is a marketplace for the nations."
Isaiah,23,4,"Be ashamed, O Sidon; For the sea has spoken, The strength of the sea, saying, ""I do not labor, nor bring forth children; Neither do I rear young men, Nor bring up virgins."""
Isaiah,23,5,"When the report reaches Egypt, They also will be in agony at the report of Tyre."
Isaiah,23,6,"Cross over to Tarshish; Wail, you inhabitants of the coastland!"
Isaiah,23,7,"Is this your joyous city, Whose antiquity is from ancient days, Whose feet carried her far off to dwell?"
Isaiah,23,8,"Who has taken this counsel against Tyre, the crowning city, Whose merchants are princes, Whose traders are the honorable of the earth?"
Isaiah,23,9,"The LORD of hosts has purposed it, To bring to dishonor the pride of all glory, To bring into contempt all the honorable of the earth."
Isaiah,23,10,"Overflow through your land like the River, O daughter of Tarshish; There is no more strength."
Isaiah,23,11,"He stretched out His hand over the sea, He shook the kingdoms; The LORD has given a commandment against Canaan To destroy its strongholds."
Isaiah,23,12,"And He said, ""You will rejoice no more, O you oppressed virgin daughter of Sidon. Arise, cross over to Cyprus; There also you will have no rest."""
Isaiah,23,13,"Behold, the land of the Chaldeans, This people which was not; Assyria founded it for wild beasts of the desert. They set up its towers, They raised up its palaces, And brought it to ruin."
Isaiah,23,14,"Wail, you ships of Tarshish! For your strength is laid waste."
Isaiah,23,15,"Now it shall come to pass in that day that Tyre will be forgotten seventy years, according to the days of one king. At the end of seventy years it will happen to Tyre as in the song of the harlot:"
Isaiah,23,16,"""Take a harp, go about the city, You forgotten harlot; Make sweet melody, sing many songs, That you may be remembered."""
Isaiah,23,17,"And it shall be, at the end of seventy years, that the LORD will deal with Tyre. She will return to her hire, and commit fornication with all the kingdoms of the world on the face of the earth."
Isaiah,23,18,"Her gain and her pay will be set apart for the LORD; it will not be treasured nor laid up, for her gain will be for those who dwell before the LORD, to eat sufficiently, and for fine clothing."
Isaiah,24,1,"Behold, the LORD makes the earth empty and makes it waste, Distorts its surface And scatters abroad its inhabitants."
Isaiah,24,2,"And it shall be: As with the people, so with the priest; As with the servant, so with his master; As with the maid, so with her mistress; As with the buyer, so with the seller; As with the lender, so with the borrower; As with the creditor, so with the debtor."
Isaiah,24,3,"The land shall be entirely emptied and utterly plundered, For the LORD has spoken this word."
Isaiah,24,4,"The earth mourns and fades away, The world languishes and fades away; The haughty people of the earth languish."
Isaiah,24,5,"The earth is also defiled under its inhabitants, Because they have transgressed the laws, Changed the ordinance, Broken the everlasting covenant."
Isaiah,24,6,"Therefore the curse has devoured the earth, And those who dwell in it are desolate. Therefore the inhabitants of the earth are burned, And few men are left."
Isaiah,24,7,"The new wine fails, the vine languishes, All the merry hearted sigh."
Isaiah,24,8,"The mirth of the tambourine ceases, The noise of the jubilant ends, The joy of the harp ceases."
Isaiah,24,9,They shall not drink wine with a song; Strong drink is bitter to those who drink it.
Isaiah,24,10,"The city of confusion is broken down; Every house is shut up, so that none may go in."
Isaiah,24,11,"There is a cry for wine in the streets, All joy is darkened, The mirth of the land is gone."
Isaiah,24,12,"In the city desolation is left, And the gate is stricken with destruction."
Isaiah,24,13,"When it shall be thus in the midst of the land among the people, It shall be like the shaking of an olive tree, Like the gleaning of grapes when the vintage is done."
Isaiah,24,14,"They shall lift up their voice, they shall sing; For the majesty of the LORD They shall cry aloud from the sea."
Isaiah,24,15,"Therefore glorify the LORD in the dawning light, The name of the LORD God of Israel in the coastlands of the sea."
Isaiah,24,16,"From the ends of the earth we have heard songs: ""Glory to the righteous!"" But I said, ""I am ruined, ruined! Woe to me! The treacherous dealers have dealt treacherously, Indeed, the treacherous dealers have dealt very treacherously."""
Isaiah,24,17,"Fear and the pit and the snare Are upon you, O inhabitant of the earth."
Isaiah,24,18,"And it shall be That he who flees from the noise of the fear Shall fall into the pit, And he who comes up from the midst of the pit Shall be caught in the snare; For the windows from on high are open, And the foundations of the earth are shaken."
Isaiah,24,19,"The earth is violently broken, The earth is split open, The earth is shaken exceedingly."
Isaiah,24,20,"The earth shall reel to and fro like a drunkard, And shall totter like a hut; Its transgression shall be heavy upon it, And it will fall, and not rise again."
Isaiah,24,21,"It shall come to pass in that day That the LORD will punish on high the host of exalted ones, And on the earth the kings of the earth."
Isaiah,24,22,"They will be gathered together, As prisoners are gathered in the pit, And will be shut up in the prison; After many days they will be punished."
Isaiah,24,23,"Then the moon will be disgraced And the sun ashamed; For the LORD of hosts will reign On Mount Zion and in Jerusalem And before His elders, gloriously."
Isaiah,25,1,"O LORD, You are my God. I will exalt You, I will praise Your name, For You have done wonderful things; Your counsels of old are faithfulness and truth."
Isaiah,25,2,"For You have made a city a ruin, A fortified city a ruin, A palace of foreigners to be a city no more; It will never be rebuilt."
Isaiah,25,3,Therefore the strong people will glorify You; The city of the terrible nations will fear You.
Isaiah,25,4,"For You have been a strength to the poor, A strength to the needy in his distress, A refuge from the storm, A shade from the heat; For the blast of the terrible ones is as a storm against the wall."
Isaiah,25,5,"You will reduce the noise of aliens, As heat in a dry place; As heat in the shadow of a cloud, The song of the terrible ones will be diminished."
Isaiah,25,6,"And in this mountain The LORD of hosts will make for all people A feast of choice pieces, A feast of wines on the lees, Of fat things full of marrow, Of well refined wines on the lees."
Isaiah,25,7,"And He will destroy on this mountain The surface of the covering cast over all people, And the veil that is spread over all nations."
