book,chapter,verse,text
Isaiah,25,8,"He will swallow up death forever, And the Lord GOD will wipe away tears from all faces; The rebuke of His people He will take away from all the earth; For the LORD has spoken."
Isaiah,25,9,"And it will be said in that day: ""Behold, this is our God; We have waited for Him, and He will save us. This is the LORD; We have waited for Him; We will be glad and rejoice in His salvation."""
Isaiah,25,10,"For on this mountain the hand of the LORD will rest, And Moab shall be trampled down under Him, As straw is trampled down for the refuse heap."
Isaiah,25,11,"And He will spread out His hands in their midst As a swimmer reaches out to swim, And He will bring down their pride Together with the trickery of their hands."
Isaiah,25,12,"The fortress of the high fort of your walls He will bring down, lay low, And bring to the ground, down to the dust."
Isaiah,26,1,"In that day this song will be sung in the land of Judah: ""We have a strong city; God will appoint salvation for walls and bulwarks."
Isaiah,26,2,"Open the gates, That the righteous nation which keeps the truth may enter in."
Isaiah,26,3,"You will keep him in perfect peace, Whose mind is stayed on You, Because he trusts in You."
Isaiah,26,4,"Trust in the LORD forever, For in Yah, the LORD, is everlasting strength."
Isaiah,26,5,"For He brings down those who dwell on high, The lofty city; He lays it low, He lays it low to the ground, He brings it down to the dust."
Isaiah,26,6,"The foot shall tread it down, The feet of the poor And the steps of the needy."""
Isaiah,26,7,"The way of the just is uprightness; O Most Upright, You weigh the path of the just."
Isaiah,26,8,"Yes, in the way of Your judgments, O LORD, we have waited for You; The desire of our soul is for Your name And for the remembrance of You."
Isaiah,26,9,"With my soul I have desired You in the night, Yes, by my spirit within me I will seek You early; For when Your judgments are in the earth, The inhabitants of the world will learn righteousness."
Isaiah,26,10,"Let grace be shown to the wicked, Yet he will not learn righteousness; In the land of uprightness he will deal unjustly, And will not behold the majesty of the LORD."
Isaiah,26,11,"LORD, when Your hand is lifted up, they will not see. But they will see and be ashamed For their envy of people; Yes, the fire of Your enemies shall devour them."
Isaiah,26,12,"LORD, You will establish peace for us, For You have also done all our works in us."
Isaiah,26,13,"O LORD our God, masters besides You Have had dominion over us; But by You only we make mention of Your name."
Isaiah,26,14,"They are dead, they will not live; They are deceased, they will not rise. Therefore You have punished and destroyed them, And made all their memory to perish."
Isaiah,26,15,"You have increased the nation, O LORD, You have increased the nation; You are glorified; You have expanded all the borders of the land."
Isaiah,26,16,"LORD, in trouble they have visited You, They poured out a prayer when Your chastening was upon them."
Isaiah,26,17,"As a woman with child Is in pain and cries out in her pangs, When she draws near the time of her delivery, So have we been in Your sight, O LORD."
Isaiah,26,18,"We have been with child, we have been in pain; We have, as it were, brought forth wind; We have not accomplished any deliverance in the earth, Nor have the inhabitants of the world fallen."
Isaiah,26,19,"Your dead shall live; Together with my dead body they shall arise. Awake and sing, you who dwell in dust; For your dew is like the dew of herbs, And the earth shall cast out the dead."
Isaiah,26,20,"Come, my people, enter your chambers, And shut your doors behind you; Hide yourself, as it were, for a little moment, Until the indignation is past."
Isaiah,26,21,"For behold, the LORD comes out of His place To punish the inhabitants of the earth for their iniquity; The earth will also disclose her blood, And will no more cover her slain."
Isaiah,27,1,"In that day the LORD with His severe sword, great and strong, Will punish Leviathan the fleeing serpent, Leviathan that twisted serpent; And He will slay the reptile that is in the sea."
Isaiah,27,2,"In that day sing to her, ""A vineyard of red wine!"
Isaiah,27,3,"I, the LORD, keep it, I water it every moment; Lest any hurt it, I keep it night and day."
Isaiah,27,4,"Fury is not in Me. Who would set briers and thorns Against Me in battle? I would go through them, I would burn them together."
Isaiah,27,5,"Or let him take hold of My strength, That he may make peace with Me; And he shall make peace with Me."""
Isaiah,27,6,"Those who come He shall cause to take root in Jacob; Israel shall blossom and bud, And fill the face of the world with fruit."
Isaiah,27,7,Has He struck Israel as He struck those who struck him? Or has He been slain according to the slaughter of those who were slain by Him?
Isaiah,27,8,"In measure, by sending it away, You contended with it. He removes it by His rough wind In the day of the east wind."
Isaiah,27,9,"Therefore by this the iniquity of Jacob will be covered; And this is all the fruit of taking away his sin: When he makes all the stones of the altar Like chalkstones that are beaten to dust, Wooden images and incense altars shall not stand."
Isaiah,27,10,"Yet the fortified city will be desolate, The habitation forsaken and left like a wilderness; There the calf will feed, and there it will lie down And consume its branches."
Isaiah,27,11,"When its boughs are withered, they will be broken off; The women come and set them on fire. For it is a people of no understanding; Therefore He who made them will not have mercy on them, And He who formed them will show them no favor."
Isaiah,27,12,"And it shall come to pass in that day That the LORD will thresh, From the channel of the River to the Brook of Egypt; And you will be gathered one by one, O you children of Israel."
Isaiah,27,13,"So it shall be in that day: The great trumpet will be blown; They will come, who are about to perish in the land of Assyria, And they who are outcasts in the land of Egypt, And shall worship the LORD in the holy mount at Jerusalem."
Isaiah,28,1,"Woe to the crown of pride, to the drunkards of Ephraim, Whose glorious beauty is a fading flower Which is at the head of the verdant valleys, To those who are overcome with wine!"
Isaiah,28,2,"Behold, the Lord has a mighty and strong one, Like a tempest of hail and a destroying storm, Like a flood of mighty waters overflowing, Who will bring them down to the earth with His hand."
Isaiah,28,3,"The crown of pride, the drunkards of Ephraim, Will be trampled underfoot;"
Isaiah,28,4,"And the glorious beauty is a fading flower Which is at the head of the verdant valley, Like the first fruit before the summer, Which an observer sees; He eats it up while it is still in his hand."
Isaiah,28,5,"In that day the LORD of hosts will be For a crown of glory and a diadem of beauty To the remnant of His people,"
Isaiah,28,6,"For a spirit of justice to him who sits in judgment, And for strength to those who turn back the battle at the gate."
Isaiah,28,7,"But they also have erred through wine, And through intoxicating drink are out of the way; The priest and the prophet have erred through intoxicating drink, They are swallowed up by wine, They are out of the way through intoxicating drink; They err in vision, they stumble in judgment."
Isaiah,28,8,For all tables are full of vomit and filth; No place is clean.
Isaiah,28,9,"""Whom will he teach knowledge? And whom will he make to understand the message? Those just weaned from milk? Those just drawn from the breasts?"
Isaiah,28,10,"For precept must be upon precept, precept upon precept, Line upon line, line upon line, Here a little, there a little."""
Isaiah,28,11,"For with stammering lips and another tongue He will speak to this people,"
Isaiah,28,12,"To whom He said, ""This is the rest with which You may cause the weary to rest,"" And, ""This is the refreshing""; Yet they would not hear."
Isaiah,28,13,"But the word of the LORD was to them, ""Precept upon precept, precept upon precept, Line upon line, line upon line, Here a little, there a little,"" That they might go and fall backward, and be broken And snared and caught."
Isaiah,28,14,"Therefore hear the word of the LORD, you scornful men, Who rule this people who are in Jerusalem,"
Isaiah,28,15,"Because you have said, ""We have made a covenant with death, And with Sheol we are in agreement. When the overflowing scourge passes through, It will not come to us, For we have made lies our refuge, And under falsehood we have hidden ourselves."""
Isaiah,28,16,"Therefore thus says the Lord GOD: ""Behold, I lay in Zion a stone for a foundation, A tried stone, a precious cornerstone, a sure foundation; Whoever believes will not act hastily."
Isaiah,28,17,"Also I will make justice the measuring line, And righteousness the plummet; The hail will sweep away the refuge of lies, And the waters will overflow the hiding place."
Isaiah,28,18,"Your covenant with death will be annulled, And your agreement with Sheol will not stand; When the overflowing scourge passes through, Then you will be trampled down by it."
Isaiah,28,19,"As often as it goes out it will take you; For morning by morning it will pass over, And by day and by night; It will be a terror just to understand the report."""
Isaiah,28,20,"For the bed is too short to stretch out on, And the covering so narrow that one cannot wrap himself in it."
Isaiah,28,21,"For the LORD will rise up as at Mount Perazim, He will be angry as in the Valley of Gibeon, That He may do His work, His awesome work, And bring to pass His act, His unusual act."
Isaiah,28,22,"Now therefore, do not be mockers, Lest your bonds be made strong; For I have heard from the Lord GOD of hosts, A destruction determined even upon the whole earth."
Isaiah,28,23,"Give ear and hear my voice, Listen and hear my speech."
Isaiah,28,24,Does the plowman keep plowing all day to sow? Does he keep turning his soil and breaking the clods?
Isaiah,28,25,"When he has leveled its surface, Does he not sow the black cummin And scatter the cummin, Plant the wheat in rows, The barley in the appointed place, And the spelt in its place?"
Isaiah,28,26,"For He instructs him in right judgment, His God teaches him."
Isaiah,28,27,"For the black cummin is not threshed with a threshing sledge, Nor is a cartwheel rolled over the cummin; But the black cummin is beaten out with a stick, And the cummin with a rod."
Isaiah,28,28,"Bread flour must be ground; Therefore he does not thresh it forever, Break it with his cartwheel, Or crush it with his horsemen."
Isaiah,28,29,"This also comes from the LORD of hosts, Who is wonderful in counsel and excellent in guidance."
Isaiah,29,1,"""Woe to Ariel, to Ariel, the city where David dwelt! Add year to year; Let feasts come around."
Isaiah,29,2,"Yet I will distress Ariel; There shall be heaviness and sorrow, And it shall be to Me as Ariel."
Isaiah,29,3,"I will encamp against you all around, I will lay siege against you with a mound, And I will raise siegeworks against you."
Isaiah,29,4,"You shall be brought down, You shall speak out of the ground; Your speech shall be low, out of the dust; Your voice shall be like a medium's, out of the ground; And your speech shall whisper out of the dust."
Isaiah,29,5,"""Moreover the multitude of your foes Shall be like fine dust, And the multitude of the terrible ones Like chaff that passes away; Yes, it shall be in an instant, suddenly."
Isaiah,29,6,"You will be punished by the LORD of hosts With thunder and earthquake and great noise, With storm and tempest And the flame of devouring fire."
Isaiah,29,7,"The multitude of all the nations who fight against Ariel, Even all who fight against her and her fortress, And distress her, Shall be as a dream of a night vision."
Isaiah,29,8,"It shall even be as when a hungry man dreams, And look, he eats; But he awakes, and his soul is still empty; Or as when a thirsty man dreams, And look, he drinks; But he awakes, and indeed he is faint, And his soul still craves: So the multitude of all the nations shall be, Who fight against Mount Zion."""
Isaiah,29,9,"Pause and wonder! Blind yourselves and be blind! They are drunk, but not with wine; They stagger, but not with intoxicating drink."
Isaiah,29,10,"For the LORD has poured out on you The spirit of deep sleep, And has closed your eyes, namely, the prophets; And He has covered your heads, namely, the seers."
Isaiah,29,11,"The whole vision has become to you like the words of a book that is sealed, which men deliver to one who is literate, saying, ""Read this, please."" And he says, ""I cannot, for it is sealed."""
Isaiah,29,12,"Then the book is delivered to one who is illiterate, saying, ""Read this, please."" And he says, ""I am not literate."""
Isaiah,29,13,"Therefore the Lord said: ""Inasmuch as these people draw near with their mouths And honor Me with their lips, But have removed their hearts far from Me, And their fear toward Me is taught by the commandment of men,"
Isaiah,29,14,"Therefore, behold, I will again do a marvelous work Among this people, A marvelous work and a wonder; For the wisdom of their wise men shall perish, And the understanding of their prudent men shall be hidden."""
Isaiah,29,15,"Woe to those who seek deep to hide their counsel far from the LORD, And their works are in the dark; They say, ""Who sees us?"" and, ""Who knows us?"""
Isaiah,29,16,"Surely you have things turned around! Shall the potter be esteemed as the clay; For shall the thing made say of him who made it, ""He did not make me""? Or shall the thing formed say of him who formed it, ""He has no understanding""?"
Isaiah,29,17,"Is it not yet a very little while Till Lebanon shall be turned into a fruitful field, And the fruitful field be esteemed as a forest?"
Isaiah,29,18,"In that day the deaf shall hear the words of the book, And the eyes of the blind shall see out of obscurity and out of darkness."
Isaiah,29,19,"The humble also shall increase their joy in the LORD, And the poor among men shall rejoice In the Holy One of Israel."
Isaiah,29,20,"For the terrible one is brought to nothing, The scornful one is consumed, And all who watch for iniquity are cut off."
Isaiah,29,21,"Who make a man an offender by a word, And lay a snare for him who reproves in the gate, And turn aside the just by empty words."
Isaiah,29,22,"Therefore thus says the LORD, who redeemed Abraham, concerning the house of Jacob: ""Jacob shall not now be ashamed, Nor shall his face now grow pale;"
Isaiah,29,23,"But when he sees his children, The work of My hands, in his midst, They will hallow My name, And hallow the Holy One of Jacob, And fear the God of Israel."
Isaiah,29,24,"These also who erred in spirit will come to understanding, And those who complained will learn doctrine."""
Isaiah,30,1,"""Woe to the rebellious children,"" says the LORD, ""Who take counsel, but not of Me, And who devise plans, but not of My Spirit, That they may add sin to sin;"
Isaiah,30,2,"Who walk to go down to Egypt, And have not asked My advice, To strengthen themselves in the strength of Pharaoh, And to trust in the shadow of Egypt!"
Isaiah,30,3,"Therefore the strength of Pharaoh Shall be your shame, And trust in the shadow of Egypt Shall be your humiliation."
Isaiah,30,4,"For his princes were at Zoan, And his ambassadors came to Hanes."
Isaiah,30,5,"They were all ashamed of a people who could not benefit them, Or be help or benefit, But a shame and also a reproach."""
Isaiah,30,6,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit;"
Isaiah,30,7,For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab Hem Shebeth.
Isaiah,30,8,"Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:"
Isaiah,30,9,"That this is a rebellious people, Lying children, Children who will not hear the law of the LORD;"
Isaiah,30,10,"Who say to the seers, ""Do not see,"" And to the prophets, ""Do not prophesy to us right things; Speak to us smooth things, prophesy deceits."
Isaiah,30,11,"Get out of the way, Turn aside from the path, Cause the Holy One of Israel To cease from before us."""
Isaiah,30,12,"Therefore thus says the Holy One of Israel: ""Because you despise this word, And trust in oppression and perversity, And rely on them,"
Isaiah,30,13,"Therefore this iniquity shall be to you Like a breach ready to fall, A bulge in a high wall, Whose breaking comes suddenly, in an instant."
Isaiah,30,14,"And He shall break it like the breaking of the potter's vessel, Which is broken in pieces; He shall not spare. So there shall not be found among its fragments A shard to take fire from the hearth, Or to take water from the cistern."""
Isaiah,30,15,"For thus says the Lord GOD, the Holy One of Israel: ""In returning and rest you shall be saved; In quietness and confidence shall be your strength."" But you would not,"
Isaiah,30,16,"And you said, ""No, for we will flee on horses,"" Therefore you shall flee! And, ""We will ride on swift horses,"" Therefore those who pursue you shall be swift!"
Isaiah,30,17,"One thousand shall flee at the threat of one, At the threat of five you shall flee, Till you are left as a pole on top of a mountain And as a banner on a hill."
Isaiah,30,18,"Therefore the LORD will wait, that He may be gracious to you; And therefore He will be exalted, that He may have mercy on you. For the LORD is a God of justice; Blessed are all those who wait for Him."
Isaiah,30,19,"For the people shall dwell in Zion at Jerusalem; You shall weep no more. He will be very gracious to you at the sound of your cry; When He hears it, He will answer you."
Isaiah,30,20,"And though the Lord gives you The bread of adversity and the water of affliction, Yet your teachers will not be moved into a corner anymore, But your eyes shall see your teachers."
Isaiah,30,21,"Your ears shall hear a word behind you, saying, ""This is the way, walk in it,"" Whenever you turn to the right hand Or whenever you turn to the left."
Isaiah,30,22,"You will also defile the covering of your images of silver, And the ornament of your molded images of gold. You will throw them away as an unclean thing; You will say to them, ""Get away!"""
Isaiah,30,23,"Then He will give the rain for your seed With which you sow the ground, And bread of the increase of the earth; It will be fat and plentiful. In that day your cattle will feed In large pastures."
Isaiah,30,24,"Likewise the oxen and the young donkeys that work the ground Will eat cured fodder, Which has been winnowed with the shovel and fan."
Isaiah,30,25,"There will be on every high mountain And on every high hill Rivers and streams of waters, In the day of the great slaughter, When the towers fall."
Isaiah,30,26,"Moreover the light of the moon will be as the light of the sun, And the light of the sun will be sevenfold, As the light of seven days, In the day that the LORD binds up the bruise of His people And heals the stroke of their wound."
Isaiah,30,27,"Behold, the name of the LORD comes from afar, Burning with His anger, And His burden is heavy; His lips are full of indignation, And His tongue like a devouring fire."
Isaiah,30,28,"His breath is like an overflowing stream, Which reaches up to the neck, To sift the nations with the sieve of futility; And there shall be a bridle in the jaws of the people, Causing them to err."
Isaiah,30,29,"You shall have a song As in the night when a holy festival is kept, And gladness of heart as when one goes with a flute, To come into the mountain of the LORD, To the Mighty One of Israel."
Isaiah,30,30,"The LORD will cause His glorious voice to be heard, And show the descent of His arm, With the indignation of His anger And the flame of a devouring fire, With scattering, tempest, and hailstones."
Isaiah,30,31,"For through the voice of the LORD Assyria will be beaten down, As He strikes with the rod."
Isaiah,30,32,"And in every place where the staff of punishment passes, Which the LORD lays on him, It will be with tambourines and harps; And in battles of brandishing He will fight with it."
Isaiah,30,33,"For Tophet was established of old, Yes, for the king it is prepared. He has made it deep and large; Its pyre is fire with much wood; The breath of the LORD, like a stream of brimstone, Kindles it."
Isaiah,31,1,"Woe to those who go down to Egypt for help, And rely on horses, Who trust in chariots because they are many, And in horsemen because they are very strong, But who do not look to the Holy One of Israel, Nor seek the LORD!"
Isaiah,31,2,"Yet He also is wise and will bring disaster, And will not call back His words, But will arise against the house of evildoers, And against the help of those who work iniquity."
Isaiah,31,3,"Now the Egyptians are men, and not God; And their horses are flesh, and not spirit. When the LORD stretches out His hand, Both he who helps will fall, And he who is helped will fall down; They all will perish together."
Isaiah,31,4,"For thus the LORD has spoken to me: ""As a lion roars, And a young lion over his prey (When a multitude of shepherds is summoned against him, He will not be afraid of their voice Nor be disturbed by their noise), So the LORD of hosts will come down To fight for Mount Zion and for its hill."
Isaiah,31,5,"Like birds flying about, So will the LORD of hosts defend Jerusalem. Defending, He will also deliver it; Passing over, He will preserve it."""
Isaiah,31,6,Return to Him against whom the children of Israel have deeply revolted.
Isaiah,31,7,"For in that day every man shall throw away his idols of silver and his idols of gold, sin, which your own hands have made for yourselves."
Isaiah,31,8,"""Then Assyria shall fall by a sword not of man, And a sword not of mankind shall devour him. But he shall flee from the sword, And his young men shall become forced labor."
Isaiah,31,9,"He shall cross over to his stronghold for fear, And his princes shall be afraid of the banner,"" Says the LORD, Whose fire is in Zion And whose furnace is in Jerusalem."
Isaiah,32,1,"Behold, a king will reign in righteousness, And princes will rule with justice."
Isaiah,32,2,"A man will be as a hiding place from the wind, And a cover from the tempest, As rivers of water in a dry place, As the shadow of a great rock in a weary land."
Isaiah,32,3,"The eyes of those who see will not be dim, And the ears of those who hear will listen."
Isaiah,32,4,"Also the heart of the rash will understand knowledge, And the tongue of the stammerers will be ready to speak plainly."
Isaiah,32,5,"The foolish person will no longer be called generous, Nor the miser said to be bountiful;"
Isaiah,32,6,"For the foolish person will speak foolishness, And his heart will work iniquity: To practice ungodliness, To utter error against the LORD, To keep the hungry unsatisfied, And he will cause the drink of the thirsty to fail."
Isaiah,32,7,"Also the schemes of the schemer are evil; He devises wicked plans To destroy the poor with lying words, Even when the needy speaks justice."
Isaiah,32,8,"But a generous man devises generous things, And by generosity he shall stand."
Isaiah,32,9,"Rise up, you women who are at ease, Hear my voice; You complacent daughters, Give ear to my speech."
Isaiah,32,10,"In a year and some days You will be troubled, you complacent women; For the vintage will fail, The gathering will not come."
Isaiah,32,11,"Tremble, you women who are at ease; Be troubled, you complacent ones; Strip yourselves, make yourselves bare, And gird sackcloth on your waists."
Isaiah,32,12,"People shall mourn upon their breasts For the pleasant fields, for the fruitful vine."
Isaiah,32,13,"On the land of my people will come up thorns and briers, Yes, on all the happy homes in the joyous city;"
Isaiah,32,14,"Because the palaces will be forsaken, The bustling city will be deserted. The forts and towers will become lairs forever, A joy of wild donkeys, a pasture of flocks."
Isaiah,32,15,"Until the Spirit is poured upon us from on high, And the wilderness becomes a fruitful field, And the fruitful field is counted as a forest."
Isaiah,32,16,"Then justice will dwell in the wilderness, And righteousness remain in the fruitful field."
Isaiah,32,17,"The work of righteousness will be peace, And the effect of righteousness, quietness and assurance forever."
Isaiah,32,18,"My people will dwell in a peaceful habitation, In secure dwellings, and in quiet resting places,"
Isaiah,32,19,"Though hail comes down on the forest, And the city is brought low in humiliation."
Isaiah,32,20,"Blessed are you who sow beside all waters, Who send out freely the feet of the ox and the donkey."
Isaiah,33,1,"Woe to you who plunder, though you have not been plundered; And you who deal treacherously, though they have not dealt treacherously with you! When you cease plundering, You will be plundered; When you make an end of dealing treacherously, They will deal treacherously with you."
Isaiah,33,2,"O LORD, be gracious to us; We have waited for You. Be their arm every morning, Our salvation also in the time of trouble."
Isaiah,33,3,"At the noise of the tumult the people shall flee; When You lift Yourself up, the nations shall be scattered;"
Isaiah,33,4,"And Your plunder shall be gathered Like the gathering of the caterpillar; As the running to and fro of locusts, He shall run upon them."
Isaiah,33,5,"The LORD is exalted, for He dwells on high; He has filled Zion with justice and righteousness."
Isaiah,33,6,"Wisdom and knowledge will be the stability of your times, And the strength of salvation; The fear of the LORD is His treasure."
Isaiah,33,7,"Surely their valiant ones shall cry outside, The ambassadors of peace shall weep bitterly."
Isaiah,33,8,"The highways lie waste, The traveling man ceases. He has broken the covenant, He has despised the cities, He regards no man."
Isaiah,33,9,"The earth mourns and languishes, Lebanon is shamed and shriveled; Sharon is like a wilderness, And Bashan and Carmel shake off their fruits."
Isaiah,33,10,"""Now I will rise,"" says the LORD; ""Now I will be exalted, Now I will lift Myself up."
Isaiah,33,11,"You shall conceive chaff, You shall bring forth stubble; Your breath, as fire, shall devour you."
Isaiah,33,12,And the people shall be like the burnings of lime; Like thorns cut up they shall be burned in the fire.
Isaiah,33,13,"Hear, you who are afar off, what I have done; And you who are near, acknowledge My might."""
Isaiah,33,14,"The sinners in Zion are afraid; Fearfulness has seized the hypocrites: ""Who among us shall dwell with the devouring fire? Who among us shall dwell with everlasting burnings?"""
Isaiah,33,15,"He who walks righteously and speaks uprightly, He who despises the gain of oppressions, Who gestures with his hands, refusing bribes, Who stops his ears from hearing of bloodshed, And shuts his eyes from seeing evil:"
Isaiah,33,16,"He will dwell on high; His place of defense will be the fortress of rocks; Bread will be given him, His water will be sure."
Isaiah,33,17,Your eyes will see the King in His beauty; They will see the land that is very far off.
Isaiah,33,18,"Your heart will meditate on terror: ""Where is the scribe? Where is he who weighs? Where is he who counts the towers?"""
Isaiah,33,19,"You will not see a fierce people, A people of obscure speech, beyond perception, Of a stammering tongue that you cannot understand."
Isaiah,33,20,"Look upon Zion, the city of our appointed feasts; Your eyes will see Jerusalem, a quiet home, A tabernacle that will not be taken down; Not one of its stakes will ever be removed, Nor will any of its cords be broken."
Isaiah,33,21,"But there the majestic LORD will be for us A place of broad rivers and streams, In which no galley with oars will sail, Nor majestic ships pass by"
Isaiah,33,22,"(For the LORD is our Judge, The LORD is our Lawgiver, The LORD is our King; He will save us);"
Isaiah,33,23,"Your tackle is loosed, They could not strengthen their mast, They could not spread the sail. Then the prey of great plunder is divided; The lame take the prey."
Isaiah,33,24,"And the inhabitant will not say, ""I am sick""; The people who dwell in it will be forgiven their iniquity."
